,Eh
8518,0.002736896276473999
14353,0.105169877409935
22390,0.024059340357780457
74404,0.11740059405565262
63787,0.15221574902534485
22930,0.014539957046508789
84684,0.022113919258117676
16447,0.011106565594673157
106256,0.0206880122423172
97323,0.0007319003343582153
9449,0.0032422393560409546
85630,0.3131774961948395
61229,0.2157447636127472
38789,0.03580211102962494
19325,0.038611650466918945
76154,0.1152506172657013
71148,0.029374048113822937
109408,0.0023086369037628174
20985,8.057057857513428e-05
16603,8.55177640914917e-05
76386,0.0003663301467895508
61874,0.022593244910240173
49436,0.02232474833726883
108893,0.0988936722278595
22324,0.024521999061107635
43678,0.0741351768374443
38117,0.026054397225379944
93019,0.11431892216205597
50570,0.04026413708925247
36065,0.4994266629219055
71386,4.006922245025635e-05
2943,-1.7017126083374023e-05
17397,0.09809171408414841
106812,0.009305566549301147
10389,0.07924313843250275
108719,0.08409133553504944
110181,1.0124989748001099
20728,0.02786434441804886
19560,0.00021013617515563965
19031,0.057660095393657684
77606,0.02381354570388794
55336,0.050630100071430206
83904,0.019986048340797424
88936,0.0377451553940773
20606,0.18627800047397614
60128,0.09003780782222748
81427,0.04003763943910599
51113,3.439188003540039e-05
82796,0.15001913905143738
23290,6.42240047454834e-06
83870,0.03619556128978729
36079,0.11494877934455872
21610,0.06252644956111908
34365,0.06883450597524643
108964,0.03627493232488632
69208,0.005415380001068115
53391,0.01586112380027771
4627,0.0308220311999321
82401,0.020228639245033264
14818,0.003918349742889404
109337,0.06623689830303192
57187,0.02353835105895996
16698,0.011603593826293945
88304,0.19663098454475403
6409,0.0237865149974823
21537,0.04886096715927124
69686,0.0204666405916214
90810,1.1175870895385742e-06
62805,0.02178829163312912
91869,0.01976434886455536
86882,0.023520030081272125
105272,0.04769669473171234
18589,0.03562440723180771
55287,0.009658202528953552
83774,0.4248717725276947
15771,0.028783366084098816
35832,0.08461840450763702
10700,0.4953112304210663
30578,0.02235664427280426
110230,0.027074255049228668
95023,0.09095104038715363
56351,0.028305791318416595
42051,0.027022570371627808
80545,0.0572945699095726
40855,0.009771421551704407
9874,0.0009461492300033569
1563,0.17265574634075165
99513,0.033365845680236816
90495,0.03002210706472397
10665,0.16275253891944885
77882,2.2426247596740723e-05
77743,0.029757194221019745
90666,2.1442770957946777e-05
28926,0.004876121878623962
29146,0.01586282253265381
2206,0.006508871912956238
23449,0.027718253433704376
72836,0.05090285837650299
38302,0.26788386702537537
90312,0.00019294023513793945
82660,0.024292565882205963
81716,0.009124547243118286
81777,0.2954193651676178
83616,0.14832419157028198
66639,0.02271313965320587
46673,0.05215734243392944
80088,0.00231991708278656
3492,0.06353199481964111
40497,0.07125411927700043
42127,0.08265744894742966
20681,1.4916062355041504e-05
70087,0.08176138252019882
109227,0.05990726500749588
93228,0.068178690969944
67639,0.010483667254447937
64989,0.024282336235046387
10469,0.038664162158966064
52988,0.027647972106933594
88571,0.027971558272838593
35827,0.075406014919281
17053,0.01790200173854828
46353,0.222399041056633
79517,1.8328428268432617e-05
44015,0.06525720655918121
58197,0.008948639035224915
79416,0.03392405062913895
55628,0.010181695222854614
53635,4.3526291847229004e-05
7064,0.009660527110099792
88329,0.011951670050621033
39653,0.007672294974327087
86924,0.130665123462677
109499,0.11139879375696182
87882,0.0012165457010269165
25297,0.0034446418285369873
72592,0.0045032501220703125
56516,-1.563131809234619e-05
92738,0.03340236842632294
21710,0.04246407002210617
76776,0.036312974989414215
95763,0.0521184504032135
100952,0.043915748596191406
98527,0.004905000329017639
27603,0.0068715959787368774
62587,0.006528422236442566
108567,1.1280179023742676e-05
15687,0.07333309948444366
61248,0.049019165337085724
57780,0.04024079442024231
109671,0.07997242361307144
6821,0.12419839948415756
13446,0.040125854313373566
108924,0.0035172998905181885
1495,0.024810247123241425
80144,0.07356319576501846
52402,0.08638046681880951
18528,0.04055989533662796
3607,0.04140292853116989
15258,0.03856460750102997
58066,0.09333676844835281
8541,0.24296323955059052
88657,0.021398432552814484
74491,0.07455596327781677
66813,0.04862421005964279
11928,0.0060264915227890015
54629,0.09542573988437653
41148,0.00017938017845153809
41872,0.03146400302648544
13052,0.11904555559158325
105788,0.15533213317394257
32677,0.06447883695363998
96504,0.06028800457715988
105558,0.036649033427238464
23746,0.09041588008403778
54100,0.018642887473106384
46254,0.17342327535152435
94800,0.2015882432460785
38307,0.0671624168753624
43638,0.07567492127418518
86278,0.021942228078842163
15217,0.06728430092334747
13874,0.03125999867916107
9665,0.010282635688781738
85160,0.051442213356494904
92739,0.028312459588050842
37694,-1.4707446098327637e-05
3362,0.005439281463623047
76151,0.014957711100578308
39193,0.03231503814458847
71917,7.699429988861084e-05
73465,0.16459867358207703
49318,0.06139373034238815
49230,0.12347186356782913
20871,0.007136210799217224
103025,0.04145374894142151
20037,0.011142849922180176
86530,0.049962207674980164
62850,0.19394207000732422
68993,0.08184698969125748
70452,0.10163241624832153
27878,0.054446056485176086
32095,0.07338101416826248
71385,0.007367059588432312
20779,0.01635405421257019
101904,0.31245505809783936
65817,0.009420037269592285
8513,0.029767893254756927
30456,0.0402982234954834
48520,0.16131076216697693
74311,0.019486740231513977
56249,0.003486141562461853
64698,0.0443655401468277
35478,0.0029058605432510376
103832,0.08159594982862473
51652,0.016860798001289368
46266,0.22862806916236877
81217,0.08739792555570602
35951,0.06281759589910507
23565,0.04434943199157715
84627,0.02951417863368988
15384,0.059211134910583496
99644,0.047104768455028534
42975,0.022977054119110107
89012,0.05635635554790497
90363,0.023274540901184082
102071,0.05169600993394852
17896,-9.313225746154785e-06
86019,0.2193010449409485
64562,0.03850466012954712
46313,0.22283735871315002
36407,0.21198880672454834
20621,0.016532734036445618
108993,0.04663028568029404
35995,0.0688658282160759
54486,0.03742776811122894
104600,-1.9595026969909668e-05
106050,0.05086012929677963
94878,0.0918838381767273
34569,0.09173642843961716
94296,0.1464395672082901
84232,0.024299606680870056
53868,0.011640682816505432
19072,0.010558098554611206
63296,0.10539837181568146
49159,0.07118764519691467
68479,0.043282948434352875
107280,0.04207509756088257
34040,0.02176964282989502
29211,0.030474789440631866
89554,0.010170996189117432
69133,0.06391380727291107
15573,0.055332913994789124
90,-2.16066837310791e-06
16636,0.002335280179977417
52488,0.03139233589172363
24720,0.013713762164115906
56528,-1.8864870071411133e-05
51540,6.67870044708252e-05
9865,0.10218546539545059
41107,0.0014360398054122925
29311,0.04782015085220337
74558,0.13383714854717255
103183,0.010851874947547913
25997,0.051752083003520966
40238,0.2511015832424164
42677,0.032227523624897
75599,0.08347870409488678
103883,0.0695389062166214
38675,-0.0014211386442184448
88511,0.001038670539855957
87249,0.0810120701789856
14309,0.024778835475444794
6790,0.07899876683950424
88328,0.011588230729103088
87501,0.01260136067867279
70188,0.04147908836603165
11924,0.0045736730098724365
108687,0.04803334176540375
26006,0.04426457732915878
83900,0.3246496021747589
58723,0.007831618189811707
45618,0.031006745994091034
93004,0.06510563939809799
31065,0.2568683326244354
92930,0.0364735871553421
16314,0.14761166274547577
107898,0.023774072527885437
77244,0.05060593783855438
105454,0.0562027245759964
78601,0.007131710648536682
106041,0.025249920785427094
38204,-0.0004812180995941162
20139,0.08146115392446518
86367,0.2381114363670349
96629,0.05037219077348709
104217,0.00010056793689727783
86149,0.007819697260856628
74685,0.08942818641662598
68368,0.03303099423646927
8796,0.039880022406578064
43425,0.06771735101938248
36725,0.29082202911376953
38921,0.06951399892568588
105286,0.1772518754005432
71888,0.02936840057373047
44011,0.0030981600284576416
14477,0.04572339355945587
72286,0.04411160945892334
76865,0.03349802643060684
45420,0.03377655893564224
8694,0.03698820620775223
90644,0.10097314417362213
24134,0.11356969177722931
58372,0.06054982542991638
97250,0.0902569517493248
51730,0.06248732656240463
105221,0.04253460466861725
21782,0.031983934342861176
32323,0.03019881248474121
13665,0.025188423693180084
28648,0.07745639234781265
58559,0.06407737731933594
76118,0.07482090592384338
92889,0.08461306244134903
103626,0.03083053231239319
89583,0.010927021503448486
83178,0.01739366352558136
11938,0.0572219043970108
28476,0.0001141279935836792
78664,0.0025766193866729736
71422,0.010481908917427063
95698,0.04267418384552002
78537,0.02815105766057968
25731,0.020542144775390625
2316,0.006215691566467285
15533,0.033241793513298035
69702,0.019557803869247437
7419,0.14797911047935486
78504,0.07791057229042053
86869,0.037451088428497314
17778,0.04251188039779663
69900,0.025189340114593506
68830,0.04015108942985535
60050,0.021229758858680725
96550,0.04858160763978958
21335,0.07837794721126556
34739,0.00010639429092407227
72721,0.036703139543533325
42681,0.07660330086946487
27235,0.022853121161460876
53821,0.015202909708023071
8700,0.08153344690799713
90955,0.0653192475438118
79783,0.011258542537689209
54112,0.04959817975759506
15742,0.05059119313955307
27311,0.04678582400083542
99356,0.39945271611213684
99743,0.010157942771911621
20236,0.014437377452850342
60327,0.019954144954681396
54364,0.06534374505281448
75306,0.14267580211162567
77919,0.03103010356426239
102133,0.030583947896957397
11538,0.141035258769989
27795,0.09471754729747772
55308,0.008815497159957886
3461,0.05871017277240753
24962,0.08365906774997711
53906,0.0003607720136642456
85433,0.09204648435115814
24353,0.619410514831543
76409,3.0860304832458496e-05
42621,0.03035736083984375
38364,0.39380162954330444
60000,0.028943099081516266
98280,0.07323674857616425
15871,0.05511465668678284
98323,0.1316445767879486
46716,0.03297996520996094
98911,0.06319793313741684
93181,0.017746448516845703
85854,0.353741854429245
32211,0.06959471106529236
3088,0.035836249589920044
39782,-2.802908420562744e-05
54159,0.015687882900238037
90942,0.11199957132339478
88858,0.02645926922559738
101724,0.04823260009288788
29767,0.00905182957649231
51923,0.020209789276123047
65433,0.02660815417766571
34195,0.007636591792106628
63443,0.36276620626449585
16279,0.09411069750785828
16966,0.013345897197723389
9618,0.0380176305770874
13914,0.020352691411972046
54766,0.09130227565765381
24053,0.0012761801481246948
639,0.023227378726005554
105040,0.03789503127336502
30514,0.015472233295440674
39743,0.0005405992269515991
62189,0.0618094727396965
23900,0.03138106316328049
6943,0.011032357811927795
41735,0.15281836688518524
88861,0.0026932060718536377
19241,0.5650434494018555
108515,0.005682215094566345
101859,0.47882184386253357
61542,0.5415370464324951
91482,-2.053380012512207e-05
15054,0.5521290302276611
56881,0.03431180119514465
88904,0.0665958970785141
41857,6.310641765594482e-05
85069,0.0833522379398346
13762,0.021928973495960236
59847,0.05423581600189209
7410,0.047315940260887146
33507,0.01416410505771637
52253,0.09995152056217194
33136,0.019742146134376526
72998,0.03462578356266022
79680,0.03684061020612717
24209,0.009144484996795654
79707,0.025635845959186554
74794,0.0048258304595947266
91733,0.007507801055908203
34407,0.05028411000967026
84419,0.043714724481105804
103820,2.6732683181762695e-05
79181,0.040361613035202026
92966,0.060701385140419006
106634,0.010706096887588501
61457,0.033917464315891266
39926,0.00010508298873901367
28434,0.03004329651594162
25611,5.987286567687988e-05
82235,0.014530748128890991
108460,0.008776232600212097
55012,0.003439381718635559
21260,0.006455466151237488
58390,0.11768161505460739
37547,0.03340904414653778
5716,0.1349247843027115
75506,0.14715203642845154
77735,8.58306884765625e-05
98824,0.09529247879981995
85949,0.18971960246562958
42436,0.05746676027774811
31493,0.06962131708860397
110810,0.00546438992023468
57910,0.013482227921485901
27570,0.00693938136100769
85528,0.2588442265987396
47119,-8.314847946166992e-06
72335,0.010361313819885254
87236,0.0872291624546051
54563,0.5513522624969482
56391,0.000132828950881958
79838,0.09443968534469604
40677,0.03244103491306305
90521,0.03038851171731949
56649,2.358853816986084e-05
50886,0.021239720284938812
108604,0.16750450432300568
110838,0.40344297885894775
107909,0.10268956422805786
65164,0.020660921931266785
38424,-1.952052116394043e-05
99601,0.0020532160997390747
39611,0.04480009526014328
110537,9.967386722564697e-05
103535,0.03330596536397934
60776,0.06220248341560364
70146,0.02931046485900879
59878,0.025191038846969604
77540,-0.00037758052349090576
111105,0.041251249611377716
6669,0.00022499263286590576
42923,-6.064772605895996e-06
99050,0.04912033677101135
62038,0.01429450511932373
26641,0.01924706995487213
46115,0.06929629296064377
7881,0.014323815703392029
55063,0.00023481249809265137
94621,0.040886133909225464
110,0.23836100101470947
46249,0.16074495017528534
34066,0.004985898733139038
105785,0.04239562153816223
60030,0.0781245157122612
107072,0.23308929800987244
48466,0.020769424736499786
84837,0.02662612497806549
45327,0.0479481965303421
42747,0.02503591775894165
16674,0.018575429916381836
90384,0.014853477478027344
4723,0.028203703463077545
14006,0.055133379995822906
78372,0.03424593806266785
90469,0.010564059019088745
40649,0.028485111892223358
39813,0.02069544792175293
94174,0.02619311213493347
72118,0.08381863683462143
71059,0.05083038657903671
86956,0.040604159235954285
20968,0.03428030014038086
28797,0.03688918799161911
5605,0.0023957788944244385
32468,7.15106725692749e-05
18753,0.019635900855064392
64104,0.004499495029449463
45862,0.06346284598112106
100486,0.01567256450653076
72544,0.012244269251823425
48298,0.004254058003425598
83127,0.06230594962835312
98957,0.02131696045398712
23933,0.10433463752269745
107937,0.022107578814029694
37957,0.009330332279205322
24695,0.028061337769031525
90192,0.06365613639354706
36744,3.091990947723389e-05
96052,0.0010173618793487549
109462,0.009309276938438416
93404,0.4614831209182739
49667,0.0741109624505043
8193,0.1214039996266365
41550,0.05573461204767227
49086,0.05231703817844391
83984,0.06035026162862778
106804,0.009122014045715332
103105,0.0899769514799118
108656,0.03839670866727829
82292,0.14051511883735657
14235,0.07489829510450363
40226,0.20342499017715454
47933,0.0528997927904129
10338,0.09384026378393173
1723,0.07600658386945724
98114,0.09342469274997711
52670,0.014352753758430481
108339,0.028781794011592865
31829,0.296965092420578
69792,0.012992724776268005
19008,0.02417643368244171
11522,0.12035509943962097
2362,0.016671806573867798
32888,0.03975994884967804
22761,0.04267632216215134
102171,0.166228786110878
94020,0.009773537516593933
55380,-0.00015597045421600342
72818,0.04179198294878006
26772,0.06099812686443329
14263,0.10302741825580597
82748,0.03371460735797882
33491,0.01637887954711914
32602,0.013734310865402222
89527,0.002121567726135254
106235,0.04066719859838486
21893,0.013002842664718628
99899,0.03019355982542038
75571,0.10182151943445206
16515,0.016350015997886658
470,0.015478134155273438
50611,0.008127674460411072
100106,0.0014746636152267456
95667,0.052220091223716736
35261,0.10735170543193817
77478,0.053121715784072876
7101,0.017481058835983276
95700,0.05077306181192398
76441,0.00055694580078125
60878,0.01614530384540558
71075,0.1617928445339203
57882,0.03653167188167572
75542,-0.00010944902896881104
83066,0.07629965245723724
69885,0.04345685988664627
33066,0.035873085260391235
11652,0.43894293904304504
59269,0.036206550896167755
28469,0.052071742713451385
6413,0.052193284034729004
65587,0.14747129380702972
42308,5.3629279136657715e-05
108797,0.014503911137580872
66734,0.218448668718338
103291,0.01271413266658783
60860,0.02654849737882614
100324,0.005525603890419006
42252,0.015881583094596863
23721,0.08797313272953033
99470,0.02035728096961975
28615,0.052130572497844696
69203,0.024398043751716614
9890,0.01104554533958435
84216,0.058998286724090576
77877,0.0698084756731987
529,-2.4840235710144043e-05
95716,0.05388621240854263
32870,0.04537159204483032
3001,0.0047850459814071655
98141,0.1573086380958557
19143,0.7502894997596741
78377,0.1826142817735672
28273,0.019792690873146057
34811,-3.859400749206543e-06
55112,0.036379873752593994
55400,0.004367649555206299
103189,0.027262873947620392
100100,3.9577484130859375e-05
7249,0.05492471903562546
33339,4.1112303733825684e-05
44124,0.003537580370903015
55703,0.006466865539550781
95814,0.019359588623046875
52152,0.18023797869682312
68764,0.016873955726623535
94700,0.046392910182476044
76186,0.05282892286777496
40241,0.23798760771751404
52327,0.05062100291252136
38625,0.011342808604240417
52946,0.014826357364654541
18418,6.060302257537842e-05
59134,0.025427229702472687
53049,0.040663979947566986
72661,0.23079970479011536
86787,0.05005685240030289
98375,0.14383535087108612
10204,0.048921771347522736
62950,0.007288455963134766
97036,0.0006479918956756592
109197,0.07627923786640167
16711,0.0006481260061264038
66529,0.0020101070404052734
64049,0.010251864790916443
97210,0.03512558341026306
48037,0.017919793725013733
88941,0.034219443798065186
92359,0.06971972435712814
44812,5.123019218444824e-05
66982,0.033386968076229095
51882,0.11764267086982727
6101,0.3607195019721985
6366,0.050506770610809326
69622,0.05379137396812439
49564,0.023868881165981293
8514,0.02467942237854004
9374,-1.8045306205749512e-05
87605,0.07261806726455688
82439,0.018079504370689392
54932,0.04813753813505173
51227,0.019037172198295593
67501,0.0160636305809021
82844,0.023138850927352905
52767,0.04273547977209091
92064,0.08770445734262466
17509,0.024043671786785126
30137,0.052396006882190704
16851,0.08097796887159348
110216,0.6499636173248291
88684,0.025126725435256958
81009,0.11362835764884949
103683,0.07827436923980713
85320,0.054843537509441376
62423,0.0019269436597824097
31242,0.07617251574993134
10484,0.03850299119949341
83593,0.020362019538879395
54543,0.04271254688501358
40462,0.09246303141117096
92992,0.065348781645298
27144,0.012942105531692505
52966,0.00629444420337677
97096,0.014918521046638489
110900,0.012932255864143372
109699,0.009804055094718933
6766,0.23519417643547058
43207,0.04108179360628128
36289,0.008312836289405823
79398,0.023073993623256683
24098,0.04254818707704544
17114,0.02732868492603302
72318,0.04962800443172455
80294,0.1920246183872223
57862,0.04504553973674774
47276,0.003840327262878418
35932,0.012144461274147034
110164,0.014323323965072632
81179,0.0872124433517456
78994,0.049068376421928406
96447,0.06122570484876633
80841,0.06025616079568863
25215,0.1456904113292694
59447,0.0015128105878829956
32824,0.07673801481723785
94780,0.07300814986228943
18864,0.013029679656028748
103005,0.029496952891349792
74913,0.03461093455553055
47433,0.008569136261940002
18579,0.047107525169849396
49027,0.0770794004201889
79484,-6.9141387939453125e-06
85098,0.043027929961681366
95025,0.10722286254167557
83274,2.4333596229553223e-05
93551,0.22348695993423462
2690,0.01172494888305664
64854,0.027142442762851715
82582,0.013184577226638794
101528,0.11577124148607254
108966,0.05564238131046295
44828,0.016024425625801086
3775,0.006517618894577026
84356,0.024164333939552307
75038,0.06261126697063446
106249,0.06756815314292908
99887,0.12542007863521576
104729,4.999339580535889e-05
78584,0.019299298524856567
90203,-2.060830593109131e-05
86106,0.05760178714990616
91427,-3.889203071594238e-06
81495,0.03526204824447632
12528,0.027138158679008484
14251,0.07802391797304153
51350,0.08295651525259018
35021,-9.968876838684082e-06
35170,0.26398515701293945
5134,0.025212891399860382
80741,0.03279048204421997
26647,0.015381783246994019
8060,0.022123828530311584
20134,0.0004905462265014648
100165,0.07880903035402298
25312,0.0388149619102478
97232,0.7780716419219971
50466,0.16794313490390778
67612,0.05295800417661667
66238,0.002120092511177063
86128,0.04171937704086304
45365,0.05745150148868561
102605,0.05977978557348251
52074,0.013980448246002197
88093,0.2849050760269165
96187,9.340047836303711e-05
2642,0.0047590285539627075
97379,0.023999646306037903
95796,0.0693909302353859
99156,0.1518799513578415
91093,0.3452069163322449
22424,0.012786194682121277
48027,0.051257289946079254
16090,0.024845369160175323
83752,0.045842088758945465
3051,0.007808864116668701
106673,0.003602460026741028
85198,0.04270833730697632
99359,0.4235509932041168
18508,0.031590789556503296
95077,0.015966519713401794
51584,0.02502617985010147
69930,0.08383029699325562
48016,0.04727550595998764
48503,0.015344440937042236
43434,0.037823230028152466
6247,-3.4108757972717285e-05
104641,0.2572972774505615
95036,0.04687534272670746
90194,3.431737422943115e-05
79246,0.06799919903278351
46711,0.098471499979496
84358,0.01784658432006836
43616,0.0031958669424057007
53249,0.00010994076728820801
99051,0.24768194556236267
1558,0.1858469396829605
110943,0.008847430348396301
68165,0.04927147924900055
60309,0.010182365775108337
99761,0.7011232376098633
27245,0.00428435206413269
1866,0.02781054377555847
110186,0.07077707350254059
20418,0.06672508269548416
32194,0.03072597086429596
15485,0.0900169163942337
878,0.028804078698158264
40477,0.10883547365665436
46215,0.19259914755821228
89978,0.013735994696617126
34510,0.06699660420417786
110440,0.03749414533376694
100055,0.0023280829191207886
56587,0.11572622507810593
94754,0.2203868329524994
100388,0.01946502923965454
12270,0.03336026519536972
79381,0.01582115888595581
61712,0.03503265976905823
70419,0.07604307681322098
67449,0.07801921665668488
89479,-7.778406143188477e-06
58219,0.09537091851234436
2010,0.029904380440711975
